Season,Phase,Month,Week,Date,Team,Opponent,Location,W/L,City,Distance,Route,Rest,TZ,Shift (hrs),Flight Time,Direction (E/W),Return Home,Latitude,Longitude,d.Latitude,d.Longitude
2014-15,RS,Nov,47,2014-11-22,Indiana Pacers,Phoenix Suns,Home,L,Indianapolis,0,No Travel,2,America/Indiana/Indianapolis,0,-,-,,39.78,-86.15,39.78,-86.15
2014-15,RS,Nov,47,2014-11-24,Indiana Pacers,Dallas Mavericks,Away,W,Dallas,763,Indianapolis - Dallas,1,America/Chicago,-1,~1.39 hours,West,,32.79,-96.77,39.78,-86.15
2014-15,RS,Nov,48,2014-11-26,Indiana Pacers,San Antonio Spurs,Away,L,San Antonio,252,Dallas - San Antonio,1,America/Chicago,0,~55 minutes,-,,29.46,-98.51,32.79,-96.77
2014-15,RS,Nov,48,2014-11-28,Indiana Pacers,Orlando Magic,Home,W,Indianapolis,1000,San Antonio - Indianapolis,1,America/Indiana/Indianapolis,1,~1.82 hours,East,,39.78,-86.15,29.46,-98.51
2014-15,RS,Nov,48,2014-11-29,Indiana Pacers,Cleveland Cavaliers,Away,L,Cleveland,262,Indianapolis - Cleveland,0,America/New_York,0,~55 minutes,-,,41.48,-81.68,39.78,-86.15
2014-15,RS,Dec,48,2014-12-02,Indiana Pacers,Phoenix Suns,Away,L,Phoenix,1744,Cleveland - Phoenix,2,America/Phoenix,-2,~3.17 hours,West,,33.54,-112.07,41.48,-81.68
2014-15,RS,Dec,49,2014-12-04,Indiana Pacers,Portland Trail Blazers,Away,L,Portland,1001,Phoenix - Portland,1,America/Los_Angeles,-1,~1.82 hours,West,,45.54,-122.66,33.54,-112.07
2014-15,RS,Dec,49,2014-12-05,Indiana Pacers,Sacramento Kings,Away,L,Sacramento,486,Portland - Sacramento,0,America/Los_Angeles,0,~55 minutes,-,,38.57,-121.47,45.54,-122.66
2014-15,RS,Dec,49,2014-12-08,Indiana Pacers,Atlanta Hawks,Home,L,Indianapolis,1882,Sacramento - Indianapolis,2,America/Indiana/Indianapolis,3,~3.42 hours,East,,39.78,-86.15,38.57,-121.47
2014-15,RS,Dec,50,2014-12-10,Indiana Pacers,Los Angeles Clippers,Home,L,Indianapolis,0,No Travel,1,America/Indiana/Indianapolis,0,-,-,,39.78,-86.15,39.78,-86.15
2014-15,RS,Dec,50,2014-12-12,Indiana Pacers,Toronto Raptors,Away,L,Toronto,440,Indianapolis - Toronto,1,America/Toronto,0,~55 minutes,-,,43.65,-79.38,39.78,-86.15
2014-15,RS,Dec,50,2014-12-13,Indiana Pacers,Portland Trail Blazers,Home,L,Indianapolis,440,Toronto - Indianapolis,0,America/Indiana/Indianapolis,0,~55 minutes,-,,39.78,-86.15,43.65,-79.38
2014-15,RS,Dec,50,2014-12-15,Indiana Pacers,Los Angeles Lakers,Home,W,Indianapolis,0,No Travel,1,America/Indiana/Indianapolis,0,-,-,,39.78,-86.15,39.78,-86.15
2014-15,RS,Dec,51,2014-12-17,Indiana Pacers,Los Angeles Clippers,Away,L,Los Angeles,1815,Indianapolis - Los Angeles,1,America/Los_Angeles,-3,~3.3 hours,West,,34.11,-118.41,39.78,-86.15
2014-15,RS,Dec,51,2014-12-20,Indiana Pacers,Denver Nuggets,Away,L,Denver,843,Los Angeles - Denver,2,America/Denver,1,~1.53 hours,East,,39.77,-104.87,34.11,-118.41
2014-15,RS,Dec,51,2014-12-21,Indiana Pacers,Minnesota Timberwolves,Away,W,Minneapolis,692,Denver - Minneapolis,0,America/Chicago,1,~1.26 hours,East,,44.96,-93.27,39.77,-104.87
2014-15,RS,Dec,51,2014-12-23,Indiana Pacers,New Orleans Pelicans,Home,W,Indianapolis,510,Minneapolis - Indianapolis,1,America/Indiana/Indianapolis,1,~55.64 minutes,East,,39.78,-86.15,44.96,-93.27
2014-15,RS,Dec,52,2014-12-26,Indiana Pacers,Detroit Pistons,Away,L,Detroit,240,Indianapolis - Detroit,2,America/Detroit,0,~55 minutes,-,,42.38,-83.1,39.78,-86.15
2014-15,RS,Dec,52,2014-12-27,Indiana Pacers,Brooklyn Nets,Away,W,New York,488,Detroit - New York,0,America/New_York,0,~55 minutes,-,,40.67,-73.94,42.38,-83.1
2014-15,RS,Dec,52,2014-12-29,Indiana Pacers,Chicago Bulls,Home,L,Indianapolis,647,New York - Indianapolis,1,America/Indiana/Indianapolis,0,~1.18 hours,-,,39.78,-86.15,40.67,-73.94
2014-15,RS,Dec,53,2014-12-31,Indiana Pacers,Miami Heat,Home,W,Indianapolis,0,No Travel,1,America/Indiana/Indianapolis,0,-,-,,39.78,-86.15,39.78,-86.15
2014-15,RS,Jan,1,2015-01-02,Indiana Pacers,Milwaukee Bucks,Away,W,Milwaukee,246,Indianapolis - Milwaukee,1,America/Chicago,-1,~55 minutes,West,,43.06,-87.97,39.78,-86.15
2014-15,RS,Jan,1,2015-01-04,Indiana Pacers,Los Angeles Lakers,Away,L,Los Angeles,1746,Milwaukee - Los Angeles,1,America/Los_Angeles,-2,~3.17 hours,West,,34.11,-118.41,43.06,-87.97
2014-15,RS,Jan,1,2015-01-05,Indiana Pacers,Utah Jazz,Away,W,Salt Lake City,582,Los Angeles - Salt Lake City,0,America/Denver,1,~1.06 hours,East,,40.78,-111.93,34.11,-118.41
2014-15,RS,Jan,1,2015-01-07,Indiana Pacers,Golden State Warriors,Away,L,San Francisco,600,Salt Lake City - San Francisco,1,America/Los_Angeles,-1,~1.09 hours,West,,37.77,-122.45,40.78,-111.93
2014-15,RS,Jan,2,2015-01-09,Indiana Pacers,Boston Celtics,Home,W,Indianapolis,1948,San Francisco - Indianapolis,1,America/Indiana/Indianapolis,3,~3.54 hours,East,,39.78,-86.15,37.77,-122.45
2014-15,RS,Jan,2,2015-01-10,Indiana Pacers,Philadelphia 76ers,Away,L,Philadelphia,584,Indianapolis - Philadelphia,0,America/New_York,0,~1.06 hours,-,,40.01,-75.13,39.78,-86.15
2014-15,RS,Jan,2,2015-01-13,Indiana Pacers,Minnesota Timberwolves,Home,L,Indianapolis,584,Philadelphia - Indianapolis,2,America/Indiana/Indianapolis,0,~1.06 hours,-,,39.78,-86.15,40.01,-75.13
2014-15,RS,Jan,3,2015-01-16,Indiana Pacers,Detroit Pistons,Home,L,Indianapolis,0,No Travel,2,America/Indiana/Indianapolis,0,-,-,,39.78,-86.15,39.78,-86.15
2014-15,RS,Jan,3,2015-01-17,Indiana Pacers,Charlotte Hornets,Away,L,Charlotte,430,Indianapolis - Charlotte,0,America/New_York,0,~55 minutes,-,,35.2,-80.83,39.78,-86.15
2014-15,RS,Jan,3,2015-01-19,Indiana Pacers,Houston Rockets,Away,L,Houston,927,Charlotte - Houston,1,America/Chicago,-1,~1.69 hours,West,,29.77,-95.39,35.2,-80.83
2014-15,RS,Jan,3,2015-01-21,Indiana Pacers,Atlanta Hawks,Away,L,Atlanta,701,Houston - Atlanta,1,America/New_York,1,~1.27 hours,East,,33.76,-84.42,29.77,-95.39
2014-15,RS,Jan,4,2015-01-23,Indiana Pacers,Miami Heat,Away,L,Miami,607,Atlanta - Miami,1,America/New_York,0,~1.1 hours,-,,25.78,-80.21,33.76,-84.42
2014-15,RS,Jan,4,2015-01-25,Indiana Pacers,Orlando Magic,Away,W,Orlando,201,Miami - Orlando,1,America/New_York,0,~55 minutes,-,,28.5,-81.37,25.78,-80.21
2014-15,RS,Jan,4,2015-01-27,Indiana Pacers,Toronto Raptors,Home,L,Indianapolis,826,Orlando - Indianapolis,1,America/Indiana/Indianapolis,0,~1.5 hours,-,,39.78,-86.15,28.5,-81.37
2014-15,RS,Jan,5,2015-01-29,Indiana Pacers,New York Knicks,Home,W,Indianapolis,0,No Travel,1,America/Indiana/Indianapolis,0,-,-,,39.78,-86.15,39.78,-86.15
2014-15,RS,Jan,5,2015-01-31,Indiana Pacers,Sacramento Kings,Home,L,Indianapolis,0,No Travel,1,America/Indiana/Indianapolis,0,-,-,,39.78,-86.15,39.78,-86.15
2014-15,RS,Feb,5,2015-02-04,Indiana Pacers,Detroit Pistons,Home,W,Indianapolis,0,No Travel,3,America/Indiana/Indianapolis,0,-,-,,39.78,-86.15,39.78,-86.15
2014-15,RS,Feb,6,2015-02-06,Indiana Pacers,Cleveland Cavaliers,Home,W,Indianapolis,0,No Travel,1,America/Indiana/Indianapolis,0,-,-,,39.78,-86.15,39.78,-86.15
2014-15,RS,Feb,6,2015-02-08,Indiana Pacers,Charlotte Hornets,Away,W,Charlotte,430,Indianapolis - Charlotte,1,America/New_York,0,~55 minutes,-,,35.2,-80.83,39.78,-86.15
2014-15,RS,Feb,6,2015-02-09,Indiana Pacers,San Antonio Spurs,Home,L,Indianapolis,430,Charlotte - Indianapolis,0,America/Indiana/Indianapolis,0,~55 minutes,-,,39.78,-86.15,35.2,-80.83
2014-15,RS,Feb,6,2015-02-11,Indiana Pacers,New Orleans Pelicans,Away,W,New Orleans,704,Indianapolis - New Orleans,1,America/Chicago,-1,~1.28 hours,West,,30.07,-89.93,39.78,-86.15
2014-15,RS,Feb,8,2015-02-20,Indiana Pacers,Philadelphia 76ers,Away,W,Philadelphia,1081,New Orleans - Philadelphia,8,America/New_York,1,~1.97 hours,East,,40.01,-75.13,30.07,-89.93
2014-15,RS,Feb,8,2015-02-22,Indiana Pacers,Golden State Warriors,Home,W,Indianapolis,584,Philadelphia - Indianapolis,1,America/Indiana/Indianapolis,0,~1.06 hours,-,,39.78,-86.15,40.01,-75.13
2014-15,RS,Feb,8,2015-02-24,Indiana Pacers,Oklahoma City Thunder,Away,L,Oklahoma City,689,Indianapolis - Oklahoma City,1,America/Chicago,-1,~1.25 hours,West,,35.47,-97.51,39.78,-86.15
2014-15,RS,Feb,9,2015-02-27,Indiana Pacers,Cleveland Cavaliers,Home,W,Indianapolis,689,Oklahoma City - Indianapolis,2,America/Indiana/Indianapolis,1,~1.25 hours,East,,39.78,-86.15,35.47,-97.51
2014-15,RS,Mar,9,2015-03-01,Indiana Pacers,Philadelphia 76ers,Home,W,Indianapolis,0,No Travel,1,America/Indiana/Indianapolis,0,-,-,,39.78,-86.15,39.78,-86.15
2014-15,RS,Mar,9,2015-03-04,Indiana Pacers,New York Knicks,Home,W,Indianapolis,0,No Travel,2,America/Indiana/Indianapolis,0,-,-,,39.78,-86.15,39.78,-86.15
2014-15,RS,Mar,10,2015-03-06,Indiana Pacers,Chicago Bulls,Home,W,Indianapolis,0,No Travel,1,America/Indiana/Indianapolis,0,-,-,,39.78,-86.15,39.78,-86.15
2014-15,RS,Mar,10,2015-03-07,Indiana Pacers,New York Knicks,Away,W,New York,647,Indianapolis - New York,0,America/New_York,0,~1.18 hours,-,,40.67,-73.94,39.78,-86.15
2014-15,RS,Mar,10,2015-03-10,Indiana Pacers,Orlando Magic,Home,W,Indianapolis,647,New York - Indianapolis,2,America/Indiana/Indianapolis,0,~1.18 hours,-,,39.78,-86.15,40.67,-73.94
2014-15,RS,Mar,11,2015-03-12,Indiana Pacers,Milwaukee Bucks,Home,W,Indianapolis,0,No Travel,1,America/Indiana/Indianapolis,0,-,-,,39.78,-86.15,39.78,-86.15
2014-15,RS,Mar,11,2015-03-14,Indiana Pacers,Boston Celtics,Home,L,Indianapolis,0,No Travel,1,America/Indiana/Indianapolis,0,-,-,,39.78,-86.15,39.78,-86.15
2014-15,RS,Mar,11,2015-03-16,Indiana Pacers,Toronto Raptors,Home,L,Indianapolis,0,No Travel,1,America/Indiana/Indianapolis,0,-,-,,39.78,-86.15,39.78,-86.15
2014-15,RS,Mar,11,2015-03-18,Indiana Pacers,Chicago Bulls,Away,L,Chicago,163,Indianapolis - Chicago,1,America/Chicago,-1,~55 minutes,West,,41.84,-87.68,39.78,-86.15
2014-15,RS,Mar,12,2015-03-20,Indiana Pacers,Cleveland Cavaliers,Away,L,Cleveland,311,Chicago - Cleveland,1,America/New_York,1,~55 minutes,East,,41.48,-81.68,41.84,-87.68
2014-15,RS,Mar,12,2015-03-21,Indiana Pacers,Brooklyn Nets,Home,L,Indianapolis,262,Cleveland - Indianapolis,0,America/Indiana/Indianapolis,0,~55 minutes,-,,39.78,-86.15,41.48,-81.68
2014-15,RS,Mar,12,2015-03-23,Indiana Pacers,Houston Rockets,Home,L,Indianapolis,0,No Travel,1,America/Indiana/Indianapolis,0,-,-,,39.78,-86.15,39.78,-86.15
2014-15,RS,Mar,12,2015-03-25,Indiana Pacers,Washington Wizards,Away,W,Washington,492,Indianapolis - Washington,1,America/New_York,0,~55 minutes,-,,38.91,-77.02,39.78,-86.15
2014-15,RS,Mar,13,2015-03-26,Indiana Pacers,Milwaukee Bucks,Away,L,Milwaukee,639,Washington - Milwaukee,0,America/Chicago,-1,~1.16 hours,West,,43.06,-87.97,38.91,-77.02
2014-15,RS,Mar,13,2015-03-29,Indiana Pacers,Dallas Mavericks,Home,W,Indianapolis,246,Milwaukee - Indianapolis,2,America/Indiana/Indianapolis,1,~55 minutes,East,,39.78,-86.15,43.06,-87.97
2014-15,RS,Mar,13,2015-03-31,Indiana Pacers,Brooklyn Nets,Away,L,New York,647,Indianapolis - New York,1,America/New_York,0,~1.18 hours,-,,40.67,-73.94,39.78,-86.15
2014-15,RS,Apr,13,2015-04-01,Indiana Pacers,Boston Celtics,Away,L,Boston,190,New York - Boston,0,America/New_York,0,~55 minutes,-,,42.34,-71.02,40.67,-73.94
2014-15,RS,Apr,14,2015-04-03,Indiana Pacers,Charlotte Hornets,Home,W,Indianapolis,807,Boston - Indianapolis,1,America/Indiana/Indianapolis,0,~1.47 hours,-,,39.78,-86.15,42.34,-71.02
2014-15,RS,Apr,14,2015-04-05,Indiana Pacers,Miami Heat,Home,W,Indianapolis,0,No Travel,1,America/Indiana/Indianapolis,0,-,-,,39.78,-86.15,39.78,-86.15
2014-15,RS,Apr,14,2015-04-08,Indiana Pacers,New York Knicks,Away,W,New York,647,Indianapolis - New York,2,America/New_York,0,~1.18 hours,-,,40.67,-73.94,39.78,-86.15
2014-15,RS,Apr,15,2015-04-10,Indiana Pacers,Detroit Pistons,Away,W,Detroit,488,New York - Detroit,1,America/Detroit,0,~55 minutes,-,,42.38,-83.1,40.67,-73.94
2014-15,RS,Apr,15,2015-04-12,Indiana Pacers,Oklahoma City Thunder,Home,W,Indianapolis,240,Detroit - Indianapolis,1,America/Indiana/Indianapolis,0,~55 minutes,-,,39.78,-86.15,42.38,-83.1
2014-15,RS,Apr,15,2015-04-14,Indiana Pacers,Washington Wizards,Home,W,Indianapolis,0,No Travel,1,America/Indiana/Indianapolis,0,-,-,,39.78,-86.15,39.78,-86.15
2014-15,RS,Apr,15,2015-04-15,Indiana Pacers,Memphis Grizzlies,Away,L,Memphis,386,Indianapolis - NA,0,America/Chicago,-1,~55 minutes,West,,35.11,-90.01,39.78,-86.15
2014-15,RS,Oct,44,2014-10-30,Los Angeles Clippers,Oklahoma City Thunder,Home,W,Los Angeles,0,No Travel,15,America/Los_Angeles,0,-,-,,34.11,-118.41,34.11,-118.41
2014-15,RS,Oct,44,2014-10-31,Los Angeles Clippers,Los Angeles Lakers,Away,W,Los Angeles,0,No Travel,0,America/Los_Angeles,0,-,-,,34.11,-118.41,34.11,-118.41
2014-15,RS,Nov,44,2014-11-02,Los Angeles Clippers,Sacramento Kings,Home,L,Los Angeles,0,No Travel,1,America/Los_Angeles,0,-,-,,34.11,-118.41,34.11,-118.41
2014-15,RS,Nov,44,2014-11-03,Los Angeles Clippers,Utah Jazz,Home,W,Los Angeles,0,No Travel,0,America/Los_Angeles,0,-,-,,34.11,-118.41,34.11,-118.41
2014-15,RS,Nov,45,2014-11-05,Los Angeles Clippers,Golden State Warriors,Away,L,San Francisco,339,Los Angeles - San Francisco,1,America/Los_Angeles,0,~55 minutes,-,,37.77,-122.45,34.11,-118.41
2014-15,RS,Nov,45,2014-11-08,Los Angeles Clippers,Portland Trail Blazers,Home,W,Los Angeles,339,San Francisco - Los Angeles,2,America/Los_Angeles,0,~55 minutes,-,,34.11,-118.41,37.77,-122.45
2014-15,RS,Nov,45,2014-11-10,Los Angeles Clippers,San Antonio Spurs,Home,L,Los Angeles,0,No Travel,1,America/Los_Angeles,0,-,-,,34.11,-118.41,34.11,-118.41
2014-15,RS,Nov,46,2014-11-15,Los Angeles Clippers,Phoenix Suns,Home,W,Los Angeles,0,No Travel,4,America/Los_Angeles,0,-,-,,34.11,-118.41,34.11,-118.41
2014-15,RS,Nov,46,2014-11-17,Los Angeles Clippers,Chicago Bulls,Home,L,Los Angeles,0,No Travel,1,America/Los_Angeles,0,-,-,,34.11,-118.41,34.11,-118.41
2014-15,RS,Nov,47,2014-11-19,Los Angeles Clippers,Orlando Magic,Away,W,Orlando,2210,Los Angeles - Orlando,1,America/New_York,3,~4.02 hours,East,,28.5,-81.37,34.11,-118.41
2014-15,RS,Nov,47,2014-11-20,Los Angeles Clippers,Miami Heat,Away,W,Miami,201,Orlando - Miami,0,America/New_York,0,~55 minutes,-,,25.78,-80.21,28.5,-81.37
2014-15,RS,Nov,47,2014-11-23,Los Angeles Clippers,Memphis Grizzlies,Away,L,Memphis,869,Miami - Memphis,2,America/Chicago,-1,~1.58 hours,West,,35.11,-90.01,25.78,-80.21
2014-15,RS,Nov,47,2014-11-24,Los Angeles Clippers,Charlotte Hornets,Away,W,Charlotte,519,Memphis - Charlotte,0,America/New_York,1,~56.62 minutes,East,,35.2,-80.83,35.11,-90.01
2014-15,RS,Nov,48,2014-11-26,Los Angeles Clippers,Detroit Pistons,Away,W,Detroit,511,Charlotte - Detroit,1,America/Detroit,0,~55.75 minutes,-,,42.38,-83.1,35.2,-80.83
2014-15,RS,Nov,48,2014-11-28,Los Angeles Clippers,Houston Rockets,Away,W,Houston,1107,Detroit - Houston,1,America/Chicago,-1,~2.01 hours,West,,29.77,-95.39,42.38,-83.1
2014-15,RS,Nov,48,2014-11-29,Los Angeles Clippers,Utah Jazz,Away,W,Salt Lake City,1201,Houston - Salt Lake City,0,America/Denver,-1,~2.18 hours,West,,40.78,-111.93,29.77,-95.39
2014-15,RS,Dec,48,2014-12-01,Los Angeles Clippers,Minnesota Timberwolves,Home,W,Los Angeles,582,Salt Lake City - Los Angeles,1,America/Los_Angeles,-1,~1.06 hours,West,,34.11,-118.41,40.78,-111.93
2014-15,RS,Dec,49,2014-12-03,Los Angeles Clippers,Orlando Magic,Home,W,Los Angeles,0,No Travel,1,America/Los_Angeles,0,-,-,,34.11,-118.41,34.11,-118.41
2014-15,RS,Dec,49,2014-12-06,Los Angeles Clippers,New Orleans Pelicans,Home,W,Los Angeles,0,No Travel,2,America/Los_Angeles,0,-,-,,34.11,-118.41,34.11,-118.41
2014-15,RS,Dec,49,2014-12-08,Los Angeles Clippers,Phoenix Suns,Home,W,Los Angeles,0,No Travel,1,America/Los_Angeles,0,-,-,,34.11,-118.41,34.11,-118.41
2014-15,RS,Dec,50,2014-12-10,Los Angeles Clippers,Indiana Pacers,Away,W,Indianapolis,1815,Los Angeles - Indianapolis,1,America/Indiana/Indianapolis,3,~3.3 hours,East,,39.78,-86.15,34.11,-118.41
2014-15,RS,Dec,50,2014-12-12,Los Angeles Clippers,Washington Wizards,Away,L,Washington,492,Indianapolis - Washington,1,America/New_York,0,~55 minutes,-,,38.91,-77.02,39.78,-86.15
2014-15,RS,Dec,50,2014-12-13,Los Angeles Clippers,Milwaukee Bucks,Away,L,Milwaukee,639,Washington - Milwaukee,0,America/Chicago,-1,~1.16 hours,West,,43.06,-87.97,38.91,-77.02
2014-15,RS,Dec,50,2014-12-15,Los Angeles Clippers,Detroit Pistons,Home,W,Los Angeles,1746,Milwaukee - Los Angeles,1,America/Los_Angeles,-2,~3.17 hours,West,,34.11,-118.41,43.06,-87.97
2014-15,RS,Dec,51,2014-12-17,Los Angeles Clippers,Indiana Pacers,Home,W,Los Angeles,0,No Travel,1,America/Los_Angeles,0,-,-,,34.11,-118.41,34.11,-118.41
2014-15,RS,Dec,51,2014-12-19,Los Angeles Clippers,Denver Nuggets,Away,L,Denver,843,Los Angeles - Denver,1,America/Denver,1,~1.53 hours,East,,39.77,-104.87,34.11,-118.41
2014-15,RS,Dec,51,2014-12-20,Los Angeles Clippers,Milwaukee Bucks,Home,W,Los Angeles,843,Denver - Los Angeles,0,America/Los_Angeles,-1,~1.53 hours,West,,34.11,-118.41,39.77,-104.87
2014-15,RS,Dec,51,2014-12-22,Los Angeles Clippers,San Antonio Spurs,Away,L,San Antonio,1210,Los Angeles - San Antonio,1,America/Chicago,2,~2.2 hours,East,,29.46,-98.51,34.11,-118.41
2014-15,RS,Dec,51,2014-12-23,Los Angeles Clippers,Atlanta Hawks,Away,L,Atlanta,880,San Antonio - Atlanta,0,America/New_York,1,~1.6 hours,East,,33.76,-84.42,29.46,-98.51
2014-15,RS,Dec,52,2014-12-25,Los Angeles Clippers,Golden State Warriors,Home,W,Los Angeles,1941,Atlanta - Los Angeles,1,America/Los_Angeles,-3,~3.53 hours,West,,34.11,-118.41,33.76,-84.42
2014-15,RS,Dec,52,2014-12-27,Los Angeles Clippers,Toronto Raptors,Home,L,Los Angeles,0,No Travel,1,America/Los_Angeles,0,-,-,,34.11,-118.41,34.11,-118.41
2014-15,RS,Dec,52,2014-12-29,Los Angeles Clippers,Utah Jazz,Home,W,Los Angeles,0,No Travel,1,America/Los_Angeles,0,-,-,,34.11,-118.41,34.11,-118.41
2014-15,RS,Dec,53,2014-12-31,Los Angeles Clippers,New York Knicks,Home,W,Los Angeles,0,No Travel,1,America/Los_Angeles,0,-,-,,34.11,-118.41,34.11,-118.41
2014-15,RS,Jan,1,2015-01-03,Los Angeles Clippers,Philadelphia 76ers,Home,W,Los Angeles,0,No Travel,2,America/Los_Angeles,0,-,-,,34.11,-118.41,34.11,-118.41
2014-15,RS,Jan,1,2015-01-05,Los Angeles Clippers,Atlanta Hawks,Home,L,Los Angeles,0,No Travel,1,America/Los_Angeles,0,-,-,,34.11,-118.41,34.11,-118.41
2014-15,RS,Jan,1,2015-01-07,Los Angeles Clippers,Los Angeles Lakers,Home,W,Los Angeles,0,No Travel,1,America/Los_Angeles,0,-,-,,34.11,-118.41,34.11,-118.41
2014-15,RS,Jan,2,2015-01-10,Los Angeles Clippers,Dallas Mavericks,Home,W,Los Angeles,0,No Travel,2,America/Los_Angeles,0,-,-,,34.11,-118.41,34.11,-118.41
2014-15,RS,Jan,2,2015-01-11,Los Angeles Clippers,Miami Heat,Home,L,Los Angeles,0,No Travel,0,America/Los_Angeles,0,-,-,,34.11,-118.41,34.11,-118.41
2014-15,RS,Jan,2,2015-01-14,Los Angeles Clippers,Portland Trail Blazers,Away,W,Portland,821,Los Angeles - Portland,2,America/Los_Angeles,0,~1.49 hours,-,,45.54,-122.66,34.11,-118.41
2014-15,RS,Jan,3,2015-01-16,Los Angeles Clippers,Cleveland Cavaliers,Home,L,Los Angeles,821,Portland - Los Angeles,1,America/Los_Angeles,0,~1.49 hours,-,,34.11,-118.41,45.54,-122.66
2014-15,RS,Jan,3,2015-01-17,Los Angeles Clippers,Sacramento Kings,Away,W,Sacramento,352,Los Angeles - Sacramento,0,America/Los_Angeles,0,~55 minutes,-,,38.57,-121.47,34.11,-118.41
2014-15,RS,Jan,3,2015-01-19,Los Angeles Clippers,Boston Celtics,Home,W,Los Angeles,352,Sacramento - Los Angeles,1,America/Los_Angeles,0,~55 minutes,-,,34.11,-118.41,38.57,-121.47
2014-15,RS,Jan,4,2015-01-22,Los Angeles Clippers,Brooklyn Nets,Home,W,Los Angeles,0,No Travel,2,America/Los_Angeles,0,-,-,,34.11,-118.41,34.11,-118.41
2014-15,RS,Jan,4,2015-01-25,Los Angeles Clippers,Phoenix Suns,Away,W,Phoenix,366,Los Angeles - Phoenix,2,America/Phoenix,1,~55 minutes,East,,33.54,-112.07,34.11,-118.41
2014-15,RS,Jan,4,2015-01-26,Los Angeles Clippers,Denver Nuggets,Home,W,Los Angeles,366,Phoenix - Los Angeles,0,America/Los_Angeles,-1,~55 minutes,West,,34.11,-118.41,33.54,-112.07
2014-15,RS,Jan,4,2015-01-28,Los Angeles Clippers,Utah Jazz,Away,W,Salt Lake City,582,Los Angeles - Salt Lake City,1,America/Denver,1,~1.06 hours,East,,40.78,-111.93,34.11,-118.41
2014-15,RS,Jan,5,2015-01-30,Los Angeles Clippers,New Orleans Pelicans,Away,L,New Orleans,1437,Salt Lake City - New Orleans,1,America/Chicago,1,~2.61 hours,East,,30.07,-89.93,40.78,-111.93
2014-15,RS,Jan,5,2015-01-31,Los Angeles Clippers,San Antonio Spurs,Away,W,San Antonio,516,New Orleans - San Antonio,0,America/Chicago,0,~56.29 minutes,-,,29.46,-98.51,30.07,-89.93
2014-15,RS,Feb,5,2015-02-02,Los Angeles Clippers,Brooklyn Nets,Away,L,New York,1584,San Antonio - New York,1,America/New_York,1,~2.88 hours,East,,40.67,-73.94,29.46,-98.51
2014-15,RS,Feb,6,2015-02-05,Los Angeles Clippers,Cleveland Cavaliers,Away,L,Cleveland,407,New York - Cleveland,2,America/New_York,0,~55 minutes,-,,41.48,-81.68,40.67,-73.94
2014-15,RS,Feb,6,2015-02-06,Los Angeles Clippers,Toronto Raptors,Away,L,Toronto,190,Cleveland - Toronto,0,America/Toronto,0,~55 minutes,-,,43.65,-79.38,41.48,-81.68
2014-15,RS,Feb,6,2015-02-08,Los Angeles Clippers,Oklahoma City Thunder,Away,L,Oklahoma City,1116,Toronto - Oklahoma City,1,America/Chicago,-1,~2.03 hours,West,,35.47,-97.51,43.65,-79.38
2014-15,RS,Feb,6,2015-02-09,Los Angeles Clippers,Dallas Mavericks,Away,W,Dallas,190,Oklahoma City - Dallas,0,America/Chicago,0,~55 minutes,-,,32.79,-96.77,35.47,-97.51
2014-15,RS,Feb,6,2015-02-11,Los Angeles Clippers,Houston Rockets,Home,W,Los Angeles,1249,Dallas - Los Angeles,1,America/Los_Angeles,-2,~2.27 hours,West,,34.11,-118.41,32.79,-96.77
2014-15,RS,Feb,8,2015-02-19,Los Angeles Clippers,San Antonio Spurs,Home,W,Los Angeles,0,No Travel,7,America/Los_Angeles,0,-,-,,34.11,-118.41,34.11,-118.41
2014-15,RS,Feb,8,2015-02-21,Los Angeles Clippers,Sacramento Kings,Home,W,Los Angeles,0,No Travel,1,America/Los_Angeles,0,-,-,,34.11,-118.41,34.11,-118.41
2014-15,RS,Feb,8,2015-02-23,Los Angeles Clippers,Memphis Grizzlies,Home,L,Los Angeles,0,No Travel,1,America/Los_Angeles,0,-,-,,34.11,-118.41,34.11,-118.41
2014-15,RS,Feb,8,2015-02-25,Los Angeles Clippers,Houston Rockets,Away,L,Houston,1380,Los Angeles - Houston,1,America/Chicago,2,~2.51 hours,East,,29.77,-95.39,34.11,-118.41
2014-15,RS,Feb,9,2015-02-27,Los Angeles Clippers,Memphis Grizzlies,Away,W,Memphis,484,Houston - Memphis,1,America/Chicago,0,~55 minutes,-,,35.11,-90.01,29.77,-95.39
2014-15,RS,Mar,9,2015-03-01,Los Angeles Clippers,Chicago Bulls,Away,W,Chicago,482,Memphis - Chicago,1,America/Chicago,0,~55 minutes,-,,41.84,-87.68,35.11,-90.01
2014-15,RS,Mar,9,2015-03-02,Los Angeles Clippers,Minnesota Timberwolves,Away,W,Minneapolis,354,Chicago - Minneapolis,0,America/Chicago,0,~55 minutes,-,,44.96,-93.27,41.84,-87.68
